epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,121.391,1.11583,1.16602,1.25781,0.71152,0.67787,0.73419,0.50493,1.184,1.26305,1.30336,0.0019142,0.0019142,0.0019142
15,129.038,1.06033,1.08108,1.24233,0.84478,0.75689,0.85852,0.63033,0.98751,0.93027,1.19821,0.0019076,0.0019076,0.0019076
16,136.813,1.04695,0.98235,1.23544,0.82464,0.72848,0.81973,0.56055,1.13585,1.13658,1.2972,0.001901,0.001901,0.001901
17,147.468,1.09259,1.09528,1.26752,0.83763,0.7351,0.84071,0.61747,1.00792,1.00149,1.20621,0.0018944,0.0018944,0.0018944
18,155.022,1.09397,1.06538,1.26474,0.85681,0.77275,0.86095,0.60764,1.07298,0.9373,1.24395,0.0018878,0.0018878,0.0018878
19,162.672,1.07387,1.07557,1.24251,0.84868,0.76821,0.8452,0.60738,1.03201,1.02479,1.24788,0.0018812,0.0018812,0.0018812
20,170.355,1.04419,0.99923,1.22966,0.86748,0.76821,0.85444,0.59799,1.05401,0.93446,1.28694,0.0018746,0.0018746,0.0018746
21,177.973,1.04974,0.99645,1.22735,0.84888,0.72185,0.8356,0.60645,1.01507,0.95924,1.21514,0.001868,0.001868,0.001868
22,188.594,1.0039,0.93677,1.20581,0.88494,0.75166,0.87515,0.65102,0.9565,0.84264,1.17419,0.0018614,0.0018614,0.0018614
23,196.394,1.0121,0.93289,1.206,0.84538,0.71523,0.82658,0.55911,1.11281,1.08146,1.26971,0.0018548,0.0018548,0.0018548
24,204.036,1.03086,0.94721,1.21587,0.87066,0.77483,0.87645,0.62461,1.07705,0.91236,1.24703,0.0018482,0.0018482,0.0018482
25,211.717,1.0295,0.9525,1.21457,0.79551,0.77815,0.83449,0.5982,1.05188,0.97346,1.25061,0.0018416,0.0018416,0.0018416
26,222.365,1.04394,0.9718,1.20947,0.86804,0.6755,0.80739,0.59327,0.99055,0.97914,1.20149,0.001835,0.001835,0.001835
27,230.071,1.00402,0.92086,1.20365,0.84756,0.75497,0.84879,0.62736,1.0239,0.92606,1.20241,0.0018284,0.0018284,0.0018284
28,237.745,1.02453,0.95346,1.2127,0.91935,0.76821,0.87871,0.64754,0.97947,0.82572,1.19245,0.0018218,0.0018218,0.0018218
29,245.595,1.0157,0.92689,1.19707,0.85589,0.74729,0.83506,0.62063,1.00244,1.01255,1.20382,0.0018152,0.0018152,0.0018152
30,256.535,0.9959,0.91187,1.19178,0.87381,0.81126,0.89737,0.67033,0.9447,0.79432,1.16986,0.0018086,0.0018086,0.0018086
31,264.252,0.97839,0.88004,1.17254,0.90833,0.75468,0.8793,0.65262,0.93049,0.84151,1.1515,0.001802,0.001802,0.001802
32,271.954,0.99467,0.86248,1.18988,0.87573,0.79335,0.88638,0.65647,0.9413,0.82311,1.18564,0.0017954,0.0017954,0.0017954
33,279.88,0.98518,0.88628,1.17823,0.89967,0.80169,0.88836,0.66666,0.9709,0.83786,1.17004,0.0017888,0.0017888,0.0017888
34,290.874,0.9662,0.87252,1.18652,0.8922,0.82221,0.89834,0.66426,0.93177,0.84399,1.15735,0.0017822,0.0017822,0.0017822
35,298.575,0.96301,0.84786,1.16047,0.87412,0.82774,0.90166,0.6736,0.96262,0.80182,1.16376,0.0017756,0.0017756,0.0017756
36,306.199,0.96562,0.88389,1.17193,0.86077,0.83932,0.91505,0.68562,0.9085,0.75629,1.14361,0.001769,0.001769,0.001769
37,313.807,0.94312,0.7936,1.16887,0.93314,0.78146,0.89295,0.67427,0.96387,0.83656,1.1678,0.0017624,0.0017624,0.0017624
38,324.702,0.9556,0.80886,1.16061,0.88775,0.81184,0.90965,0.67973,0.95333,0.78157,1.1803,0.0017558,0.0017558,0.0017558
39,332.941,0.94501,0.81869,1.17066,0.89074,0.83444,0.9161,0.68612,0.94935,0.74112,1.186,0.0017492,0.0017492,0.0017492
40,340.805,0.93072,0.80736,1.1464,0.92586,0.83775,0.92727,0.68157,0.91746,0.67418,1.15029,0.0017426,0.0017426,0.0017426
41,348.74,0.89432,0.75607,1.12506,0.90148,0.8245,0.91261,0.68383,0.91082,0.7095,1.13993,0.001736,0.001736,0.001736
42,359.752,0.93821,0.81936,1.15972,0.80944,0.79139,0.86434,0.64205,0.95074,0.85161,1.15407,0.0017294,0.0017294,0.0017294
43,367.811,0.94311,0.85307,1.15078,0.93551,0.81652,0.92717,0.70355,0.90275,0.71654,1.10538,0.0017228,0.0017228,0.0017228
44,375.86,0.92831,0.77076,1.12766,0.92097,0.86755,0.93886,0.71051,0.89789,0.65747,1.12255,0.0017162,0.0017162,0.0017162
45,383.936,0.93375,0.80149,1.14798,0.93241,0.82223,0.91373,0.70572,0.9013,0.72564,1.13015,0.0017096,0.0017096,0.0017096
46,394.694,0.87815,0.74079,1.11723,0.87983,0.8543,0.92075,0.69367,0.89984,0.74685,1.12063,0.001703,0.001703,0.001703
47,402.47,0.95245,0.79665,1.15183,0.92484,0.85562,0.9349,0.71362,0.90342,0.67877,1.12348,0.0016964,0.0016964,0.0016964
48,410.089,0.89597,0.77376,1.13041,0.89457,0.81474,0.90628,0.67746,0.94318,0.71485,1.15262,0.0016898,0.0016898,0.0016898
49,417.611,0.86794,0.72909,1.10537,0.87535,0.87086,0.92623,0.71441,0.88735,0.68677,1.13073,0.0016832,0.0016832,0.0016832
50,428.201,0.8704,0.71246,1.13162,0.89071,0.80959,0.90502,0.70443,0.87045,0.72468,1.11581,0.0016766,0.0016766,0.0016766
51,435.861,0.88491,0.69074,1.12751,0.90431,0.82781,0.90653,0.701,0.90955,0.73465,1.14253,0.00167,0.00167,0.00167
52,443.502,0.91678,0.75469,1.14778,0.90569,0.82119,0.90158,0.67066,0.93645,0.75052,1.15121,0.0016634,0.0016634,0.0016634
53,451.133,0.90244,0.75594,1.14575,0.91439,0.88079,0.93717,0.7228,0.87364,0.6304,1.11318,0.0016568,0.0016568,0.0016568
54,458.735,0.91057,0.7732,1.13772,0.93539,0.84437,0.91556,0.71132,0.88871,0.69431,1.11676,0.0016502,0.0016502,0.0016502
55,469.636,0.88178,0.74029,1.1132,0.92722,0.88591,0.94296,0.73101,0.83357,0.63823,1.0846,0.0016436,0.0016436,0.0016436
56,477.434,0.84592,0.68469,1.08756,0.89403,0.89394,0.94494,0.73075,0.86032,0.63713,1.11417,0.001637,0.001637,0.001637
57,485.114,0.88667,0.73378,1.12136,0.94017,0.87417,0.94597,0.72963,0.86192,0.64625,1.10204,0.0016304,0.0016304,0.0016304
58,492.847,0.8732,0.71722,1.11967,0.91645,0.87171,0.93198,0.71619,0.89332,0.6518,1.10537,0.0016238,0.0016238,0.0016238
59,503.473,0.89541,0.70188,1.12176,0.94507,0.87086,0.94845,0.73543,0.87371,0.60557,1.10731,0.0016172,0.0016172,0.0016172
60,511.228,0.8525,0.68631,1.0978,0.94915,0.86755,0.94997,0.72546,0.90074,0.62527,1.12561,0.0016106,0.0016106,0.0016106
61,518.868,0.89899,0.69612,1.13002,0.9329,0.87471,0.94081,0.70707,0.92536,0.65198,1.13694,0.001604,0.001604,0.001604
62,526.521,0.86627,0.71567,1.10162,0.90215,0.86755,0.9242,0.70801,0.86991,0.66604,1.1132,0.0015974,0.0015974,0.0015974
63,537.169,0.84035,0.66615,1.09103,0.93634,0.87417,0.93819,0.71596,0.84972,0.672,1.09918,0.0015908,0.0015908,0.0015908
64,544.831,0.82555,0.64375,1.08609,0.90469,0.90397,0.94288,0.7355,0.85368,0.59568,1.09716,0.0015842,0.0015842,0.0015842
65,552.538,0.85313,0.6797,1.10168,0.9497,0.87748,0.94839,0.73281,0.84212,0.59293,1.08035,0.0015776,0.0015776,0.0015776
66,560.265,0.87656,0.71121,1.12376,0.91465,0.78146,0.89111,0.67375,0.96003,0.79632,1.18763,0.001571,0.001571,0.001571
67,570.913,0.85684,0.67461,1.09868,0.93506,0.85817,0.9425,0.72957,0.86959,0.61664,1.1027,0.0015644,0.0015644,0.0015644
68,578.575,0.82052,0.63574,1.07893,0.89077,0.86093,0.93406,0.71028,0.89685,0.7058,1.11642,0.0015578,0.0015578,0.0015578
69,586.183,0.83289,0.6621,1.08992,0.91906,0.88079,0.93885,0.73864,0.87338,0.65162,1.10858,0.0015512,0.0015512,0.0015512
70,593.961,0.85309,0.67829,1.10137,0.93544,0.84768,0.93533,0.72388,0.85987,0.64606,1.09106,0.0015446,0.0015446,0.0015446
71,604.656,0.83627,0.62694,1.08398,0.95396,0.87748,0.95362,0.75032,0.85329,0.57837,1.08459,0.001538,0.001538,0.001538
72,612.349,0.86376,0.67749,1.11006,0.89957,0.86424,0.93165,0.7043,0.88316,0.65998,1.12388,0.0015314,0.0015314,0.0015314
73,620.077,0.84144,0.69327,1.09335,0.90415,0.7649,0.87934,0.66203,0.94041,0.80043,1.15414,0.0015248,0.0015248,0.0015248
74,627.969,0.87959,0.73161,1.12403,0.88136,0.88554,0.93856,0.71837,0.87255,0.63237,1.10917,0.0015182,0.0015182,0.0015182
75,635.589,0.8394,0.66887,1.09116,0.9425,0.86842,0.94078,0.72426,0.8593,0.65777,1.08647,0.0015116,0.0015116,0.0015116
76,646.237,0.83846,0.64621,1.0942,0.93862,0.91138,0.9527,0.74261,0.83591,0.60541,1.08839,0.001505,0.001505,0.001505
77,653.921,0.81405,0.66262,1.08393,0.95595,0.86241,0.95229,0.74858,0.84971,0.57638,1.08637,0.0014984,0.0014984,0.0014984
78,661.617,0.82617,0.64083,1.09095,0.92453,0.87417,0.93171,0.71415,0.85562,0.64983,1.10175,0.0014918,0.0014918,0.0014918
79,669.386,0.80673,0.64104,1.07301,0.95498,0.87417,0.94739,0.74603,0.85422,0.593,1.09086,0.0014852,0.0014852,0.0014852
80,680.096,0.82182,0.61855,1.06672,0.95579,0.85905,0.93655,0.74321,0.82987,0.62397,1.07776,0.0014786,0.0014786,0.0014786
81,687.773,0.78567,0.61834,1.06807,0.92173,0.85791,0.93872,0.73618,0.8448,0.60206,1.08649,0.001472,0.001472,0.001472
82,695.503,0.79546,0.62772,1.06799,0.91065,0.84373,0.93593,0.74638,0.81778,0.61255,1.07515,0.0014654,0.0014654,0.0014654
83,703.524,0.76998,0.59387,1.06288,0.93075,0.89004,0.95346,0.74339,0.84809,0.57858,1.08849,0.0014588,0.0014588,0.0014588
84,714.222,0.81293,0.61006,1.06955,0.93484,0.90397,0.95428,0.76383,0.79991,0.55048,1.0547,0.0014522,0.0014522,0.0014522
85,722.304,0.78415,0.60817,1.06373,0.93007,0.9248,0.95149,0.74352,0.84607,0.56419,1.07642,0.0014456,0.0014456,0.0014456
86,730.026,0.80658,0.60416,1.06502,0.93066,0.89404,0.94966,0.73736,0.88081,0.58789,1.10595,0.001439,0.001439,0.001439
87,737.813,0.79193,0.62713,1.06912,0.95335,0.89073,0.95604,0.74992,0.82594,0.58056,1.07564,0.0014324,0.0014324,0.0014324
88,748.475,0.79352,0.62357,1.06649,0.94404,0.87417,0.94365,0.73788,0.82025,0.62032,1.08372,0.0014258,0.0014258,0.0014258
89,756.415,0.82732,0.63473,1.0955,0.94282,0.87358,0.93138,0.74047,0.82555,0.61543,1.07358,0.0014192,0.0014192,0.0014192
90,764.58,0.80515,0.61143,1.06764,0.94049,0.89404,0.94542,0.74657,0.82212,0.58917,1.06411,0.0014126,0.0014126,0.0014126
91,772.449,0.77782,0.59739,1.04828,0.9387,0.83775,0.9128,0.71141,0.8862,0.68815,1.12047,0.001406,0.001406,0.001406
92,783.23,0.76841,0.58261,1.04193,0.92622,0.89073,0.94418,0.73295,0.85278,0.58488,1.09952,0.0013994,0.0013994,0.0013994
93,791.219,0.79614,0.60838,1.05034,0.92732,0.87417,0.94574,0.73726,0.84517,0.64209,1.08755,0.0013928,0.0013928,0.0013928
94,800.041,0.76803,0.58175,1.0502,0.95451,0.86424,0.94794,0.75641,0.81769,0.59766,1.06542,0.0013862,0.0013862,0.0013862
95,807.864,0.78586,0.58217,1.05702,0.93569,0.91538,0.95377,0.75529,0.8226,0.55829,1.09036,0.0013796,0.0013796,0.0013796
96,818.705,0.77572,0.58086,1.05815,0.9231,0.92053,0.95652,0.75469,0.83759,0.55405,1.10007,0.001373,0.001373,0.001373
97,826.564,0.79165,0.59126,1.06865,0.94393,0.89184,0.95869,0.75953,0.80679,0.54645,1.05902,0.0013664,0.0013664,0.0013664
98,834.723,0.75935,0.57854,1.03785,0.93092,0.89248,0.95607,0.76306,0.80826,0.54642,1.07715,0.0013598,0.0013598,0.0013598
99,842.835,0.7615,0.57358,1.04551,0.94751,0.8965,0.96219,0.75739,0.83126,0.52507,1.07503,0.0013532,0.0013532,0.0013532
100,854.068,0.75773,0.54558,1.0389,0.96393,0.88499,0.96281,0.76618,0.82399,0.52224,1.06648,0.0013466,0.0013466,0.0013466
101,862.208,0.77709,0.57095,1.04768,0.92966,0.87527,0.94814,0.75067,0.81112,0.59897,1.07616,0.00134,0.00134,0.00134
102,870.615,0.79462,0.58584,1.05919,0.94729,0.8927,0.95767,0.76352,0.79691,0.53346,1.06818,0.0013334,0.0013334,0.0013334
103,878.842,0.74644,0.56413,1.0398,0.95128,0.9106,0.96847,0.76632,0.80826,0.50628,1.07637,0.0013268,0.0013268,0.0013268
104,890.288,0.75431,0.55714,1.03358,0.95842,0.91597,0.96672,0.76601,0.82319,0.53295,1.0718,0.0013202,0.0013202,0.0013202
105,898.596,0.76641,0.57378,1.0475,0.96301,0.86207,0.94496,0.75627,0.80172,0.58749,1.0683,0.0013136,0.0013136,0.0013136
106,906.844,0.76112,0.55523,1.03762,0.88664,0.90066,0.93578,0.74808,0.84281,0.61198,1.07838,0.001307,0.001307,0.001307
107,915.134,0.76143,0.54302,1.05075,0.94854,0.91553,0.95861,0.75492,0.81546,0.52921,1.078,0.0013004,0.0013004,0.0013004
108,926.418,0.74577,0.55538,1.03037,0.94552,0.91957,0.96329,0.76771,0.79838,0.54032,1.05885,0.0012938,0.0012938,0.0012938
109,934.51,0.73708,0.55551,1.03401,0.94173,0.90976,0.95378,0.76372,0.81874,0.52759,1.08857,0.0012872,0.0012872,0.0012872
110,942.478,0.74343,0.53132,1.04027,0.93598,0.91978,0.95685,0.775,0.77711,0.54188,1.0453,0.0012806,0.0012806,0.0012806
111,950.443,0.76175,0.55331,1.04273,0.93978,0.9302,0.95595,0.7579,0.80151,0.53893,1.07053,0.001274,0.001274,0.001274
112,961.639,0.75362,0.56966,1.05154,0.94332,0.88177,0.94781,0.75147,0.81265,0.63703,1.07408,0.0012674,0.0012674,0.0012674
113,969.498,0.72168,0.54603,1.0316,0.96697,0.87249,0.95398,0.7571,0.82825,0.59317,1.07416,0.0012608,0.0012608,0.0012608
114,977.424,0.71349,0.5192,1.01185,0.94548,0.93709,0.9689,0.78286,0.78748,0.49237,1.05032,0.0012542,0.0012542,0.0012542
115,985.134,0.76198,0.57699,1.04219,0.93177,0.92053,0.96317,0.76669,0.81545,0.50981,1.07145,0.0012476,0.0012476,0.0012476
116,996.199,0.74082,0.54064,1.03018,0.95164,0.9123,0.96669,0.77314,0.78711,0.52017,1.0569,0.001241,0.001241,0.001241
117,1003.87,0.72601,0.52619,1.03459,0.92584,0.9095,0.96159,0.76699,0.79188,0.56091,1.05748,0.0012344,0.0012344,0.0012344
118,1011.69,0.71508,0.5287,1.02142,0.95506,0.91474,0.96209,0.78095,0.78704,0.49845,1.05083,0.0012278,0.0012278,0.0012278
119,1019.49,0.71214,0.50503,1.02916,0.97209,0.91722,0.97329,0.77702,0.79934,0.52129,1.049,0.0012212,0.0012212,0.0012212
120,1030.16,0.74139,0.52504,1.02748,0.94764,0.83896,0.93868,0.74769,0.84409,0.67076,1.08461,0.0012146,0.0012146,0.0012146
121,1037.96,0.72669,0.54328,1.01853,0.95849,0.9175,0.96318,0.77718,0.78909,0.55522,1.06852,0.001208,0.001208,0.001208
122,1046.01,0.70983,0.53414,1.01808,0.97911,0.90728,0.96952,0.7845,0.77276,0.48409,1.04803,0.0012014,0.0012014,0.0012014
123,1053.9,0.71944,0.5301,1.02516,0.96484,0.9086,0.96769,0.77739,0.79858,0.5183,1.05664,0.0011948,0.0011948,0.0011948
124,1064.79,0.71206,0.51559,1.00523,0.97248,0.89735,0.96467,0.77407,0.80794,0.50977,1.06439,0.0011882,0.0011882,0.0011882
125,1072.58,0.72663,0.54676,1.02865,0.9487,0.91391,0.96447,0.77969,0.80547,0.51836,1.05862,0.0011816,0.0011816,0.0011816
126,1080.96,0.71381,0.51585,1.02109,0.96399,0.88633,0.96037,0.78014,0.78335,0.52229,1.05006,0.001175,0.001175,0.001175
127,1088.6,0.68724,0.50648,1.0126,0.94651,0.90066,0.95941,0.76974,0.78166,0.51046,1.0652,0.0011684,0.0011684,0.0011684
128,1099.12,0.6842,0.48679,1.00154,0.95128,0.88742,0.95391,0.76024,0.84091,0.54256,1.08639,0.0011618,0.0011618,0.0011618
129,1106.83,0.74365,0.53518,1.03569,0.95804,0.90728,0.96648,0.77177,0.8084,0.50402,1.07452,0.0011552,0.0011552,0.0011552
130,1114.95,0.72081,0.51959,1.01309,0.98103,0.9404,0.96963,0.76981,0.81353,0.48499,1.08761,0.0011486,0.0011486,0.0011486
131,1122.66,0.6986,0.49931,1.0094,0.95635,0.92715,0.96097,0.76863,0.81206,0.49949,1.07272,0.001142,0.001142,0.001142
132,1133.07,0.73169,0.54171,1.0288,0.95429,0.89859,0.95735,0.77119,0.79798,0.51523,1.07506,0.0011354,0.0011354,0.0011354
133,1140.77,0.73378,0.52895,1.03628,0.94409,0.92715,0.95756,0.77011,0.80839,0.55075,1.07576,0.0011288,0.0011288,0.0011288
134,1148.54,0.67709,0.51952,1.0049,0.94218,0.91726,0.96143,0.77431,0.79603,0.49399,1.05538,0.0011222,0.0011222,0.0011222
135,1156.62,0.70814,0.5146,1.02395,0.96137,0.90649,0.96152,0.77939,0.79978,0.49044,1.05284,0.0011156,0.0011156,0.0011156
136,1167.11,0.71839,0.51473,1.02317,0.95552,0.94702,0.96995,0.7738,0.79781,0.48267,1.06632,0.001109,0.001109,0.001109
137,1174.86,0.67279,0.50478,1.00108,0.95281,0.93594,0.96703,0.77989,0.79608,0.4827,1.06073,0.0011024,0.0011024,0.0011024
138,1182.69,0.68007,0.48572,0.9928,0.96108,0.89948,0.96198,0.77155,0.81667,0.5128,1.08018,0.0010958,0.0010958,0.0010958
139,1190.95,0.70022,0.51095,1.01655,0.9369,0.93415,0.96745,0.77948,0.78241,0.49037,1.05069,0.0010892,0.0010892,0.0010892
140,1201.63,0.71479,0.50238,1.01666,0.9686,0.90728,0.96171,0.78153,0.77824,0.49394,1.04912,0.0010826,0.0010826,0.0010826
141,1209.35,0.69031,0.50413,1.00421,0.96163,0.93046,0.96345,0.78299,0.77411,0.53454,1.05031,0.001076,0.001076,0.001076
142,1217.08,0.71827,0.50089,1.02643,0.97025,0.9106,0.96481,0.78783,0.77489,0.52125,1.04051,0.0010694,0.0010694,0.0010694
143,1225.48,0.69676,0.51028,1.01072,0.95506,0.9149,0.95643,0.77054,0.80222,0.55121,1.04747,0.0010628,0.0010628,0.0010628
144,1233.21,0.70234,0.49769,1.0125,0.95687,0.88152,0.95066,0.77622,0.75708,0.58601,1.03222,0.0010562,0.0010562,0.0010562
145,1243.64,0.69861,0.49726,1.00345,0.93414,0.9393,0.96423,0.78724,0.79064,0.49954,1.06337,0.0010496,0.0010496,0.0010496
146,1251.46,0.68332,0.48538,1.00424,0.94405,0.92384,0.96295,0.78527,0.78496,0.49782,1.05107,0.001043,0.001043,0.001043
147,1259.83,0.67636,0.49083,1.00432,0.95412,0.89513,0.95726,0.77934,0.80649,0.55915,1.06717,0.0010364,0.0010364,0.0010364
148,1267.5,0.69338,0.50175,1.01705,0.95679,0.90728,0.96916,0.76782,0.80429,0.49579,1.06539,0.0010298,0.0010298,0.0010298
149,1277.91,0.68602,0.49617,1.00542,0.96404,0.93377,0.96895,0.78792,0.77054,0.47123,1.04,0.0010232,0.0010232,0.0010232
150,1285.69,0.67243,0.45836,0.9837,0.94905,0.94371,0.96787,0.79923,0.74615,0.46753,1.02048,0.0010166,0.0010166,0.0010166
151,1293.36,0.65978,0.46873,0.99289,0.95963,0.91391,0.9578,0.76755,0.78426,0.48955,1.05701,0.00101,0.00101,0.00101
152,1301.65,0.70158,0.4975,1.02044,0.95494,0.91221,0.96287,0.7848,0.77034,0.48811,1.04605,0.0010034,0.0010034,0.0010034
153,1312.25,0.69074,0.50147,1.00925,0.97548,0.92384,0.96451,0.78351,0.77243,0.4862,1.03507,0.0009968,0.0009968,0.0009968
154,1320.01,0.65043,0.47013,0.98961,0.93875,0.9135,0.9554,0.77706,0.76947,0.54814,1.04325,0.0009902,0.0009902,0.0009902
155,1327.73,0.65785,0.45149,0.99626,0.9559,0.93301,0.96341,0.78372,0.77485,0.46428,1.03995,0.0009836,0.0009836,0.0009836
156,1336.22,0.67272,0.49652,1.01609,0.94775,0.92384,0.96506,0.79009,0.78787,0.48566,1.04008,0.000977,0.000977,0.000977
157,1346.73,0.68131,0.50218,1.00806,0.96459,0.91722,0.96631,0.79977,0.76917,0.48359,1.0467,0.0009704,0.0009704,0.0009704
158,1354.56,0.66139,0.49383,0.99614,0.96982,0.91722,0.96596,0.79074,0.75953,0.48874,1.04436,0.0009638,0.0009638,0.0009638
159,1362.34,0.66821,0.47898,0.99156,0.96421,0.92715,0.96501,0.78801,0.74351,0.47191,1.01941,0.0009572,0.0009572,0.0009572
160,1370.36,0.66328,0.45925,0.99746,0.96513,0.91651,0.96924,0.79466,0.76702,0.47336,1.03252,0.0009506,0.0009506,0.0009506
161,1380.83,0.65538,0.44763,0.98591,0.95503,0.94371,0.96899,0.78948,0.76145,0.47246,1.03824,0.000944,0.000944,0.000944
162,1388.62,0.64996,0.44245,0.98116,0.93627,0.9106,0.95814,0.78822,0.76409,0.51063,1.03546,0.0009374,0.0009374,0.0009374
163,1396.3,0.66956,0.48207,0.98047,0.96027,0.89404,0.9577,0.78151,0.77075,0.51574,1.03119,0.0009308,0.0009308,0.0009308
164,1404.3,0.65516,0.45956,0.98762,0.96198,0.93046,0.97112,0.797,0.75079,0.4551,1.02754,0.0009242,0.0009242,0.0009242
165,1414.71,0.64847,0.45266,0.97634,0.98053,0.91722,0.96813,0.78524,0.77068,0.44666,1.03733,0.0009176,0.0009176,0.0009176
166,1422.43,0.66762,0.47094,1.0005,0.95779,0.9404,0.96836,0.78396,0.80766,0.47238,1.04734,0.000911,0.000911,0.000911
167,1430.06,0.66222,0.46295,0.98917,0.93563,0.91453,0.96455,0.76455,0.80688,0.50093,1.06144,0.0009044,0.0009044,0.0009044
168,1438,0.67605,0.47039,1.00214,0.96866,0.90728,0.96425,0.78831,0.79387,0.49888,1.05177,0.0008978,0.0008978,0.0008978
169,1448.53,0.6775,0.48096,1.00117,0.94363,0.92715,0.966,0.79012,0.78064,0.49901,1.03629,0.0008912,0.0008912,0.0008912
170,1456.31,0.65755,0.45912,0.98099,0.96549,0.93046,0.97411,0.79402,0.76617,0.44439,1.03727,0.0008846,0.0008846,0.0008846
171,1464.03,0.66842,0.46467,1.00368,0.92119,0.92715,0.96366,0.78578,0.76814,0.47792,1.03481,0.000878,0.000878,0.000878
172,1472.1,0.65277,0.43906,0.98598,0.95249,0.9293,0.96264,0.78819,0.78196,0.49444,1.0493,0.0008714,0.0008714,0.0008714
173,1482.51,0.63588,0.45465,0.98075,0.96952,0.92715,0.97162,0.80022,0.74283,0.45694,1.03563,0.0008648,0.0008648,0.0008648
174,1490.25,0.65195,0.45185,0.98288,0.96563,0.93039,0.9729,0.80723,0.7669,0.46088,1.0325,0.0008582,0.0008582,0.0008582
175,1497.98,0.64009,0.46127,0.98476,0.93756,0.93377,0.96623,0.78691,0.77233,0.48253,1.04531,0.0008516,0.0008516,0.0008516
176,1506.06,0.65755,0.46089,0.99229,0.94574,0.92344,0.95812,0.78653,0.75767,0.48331,1.04648,0.000845,0.000845,0.000845
177,1513.73,0.65132,0.4531,0.98616,0.96855,0.91769,0.96759,0.79876,0.74559,0.48192,1.02194,0.0008384,0.0008384,0.0008384
178,1524.27,0.64696,0.42441,0.98621,0.95772,0.92053,0.9642,0.78547,0.81061,0.4991,1.05497,0.0008318,0.0008318,0.0008318
179,1532.19,0.63839,0.44361,0.97619,0.96091,0.90397,0.96352,0.79413,0.78175,0.4691,1.05035,0.0008252,0.0008252,0.0008252
180,1540.31,0.63754,0.44247,0.98191,0.9529,0.93377,0.96634,0.78696,0.77151,0.47229,1.0448,0.0008186,0.0008186,0.0008186
181,1548.17,0.64423,0.44214,0.98175,0.94542,0.9106,0.95465,0.771,0.81445,0.49462,1.07209,0.000812,0.000812,0.000812
182,1558.97,0.63286,0.44351,0.98571,0.98184,0.89535,0.96274,0.79438,0.75242,0.46393,1.03242,0.0008054,0.0008054,0.0008054
183,1566.79,0.60826,0.42218,0.96295,0.9682,0.90735,0.96489,0.78959,0.76416,0.48934,1.04027,0.0007988,0.0007988,0.0007988
184,1574.55,0.61224,0.43849,0.97853,0.96675,0.92053,0.96706,0.79278,0.77,0.44682,1.04373,0.0007922,0.0007922,0.0007922
185,1582.31,0.63413,0.43486,0.98696,0.9473,0.95235,0.97405,0.80455,0.761,0.46213,1.04536,0.0007856,0.0007856,0.0007856
186,1593.21,0.61184,0.42658,0.96516,0.95911,0.9404,0.97276,0.79811,0.75187,0.43373,1.03596,0.000779,0.000779,0.000779
