epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
29,234.625,0.94006,0.79253,1.16588,0.93281,0.85561,0.93709,0.69904,0.95541,0.72561,1.19924,0.0014456,0.0014456,0.0014456
30,241.913,0.94967,0.80741,1.17632,0.95881,0.87137,0.94616,0.7081,0.94798,0.69841,1.16589,0.0014258,0.0014258,0.0014258
31,249.289,0.93758,0.78861,1.15067,0.97057,0.88188,0.96679,0.73658,0.91366,0.62558,1.1747,0.001406,0.001406,0.001406
32,259.539,0.93657,0.79896,1.16945,0.92922,0.90909,0.96177,0.71111,0.91786,0.64151,1.16663,0.0013862,0.0013862,0.0013862
33,266.949,0.91612,0.78191,1.15956,0.92959,0.91783,0.96124,0.72458,0.93595,0.64215,1.19995,0.0013664,0.0013664,0.0013664
34,274.396,0.94622,0.8134,1.16264,0.92987,0.88235,0.95386,0.74584,0.8345,0.63739,1.12392,0.0013466,0.0013466,0.0013466
35,281.612,0.91175,0.79386,1.15123,0.92469,0.90909,0.96101,0.7256,0.88984,0.64435,1.14581,0.0013268,0.0013268,0.0013268
36,291.867,0.88337,0.77293,1.1358,0.87053,0.91444,0.94258,0.71936,0.94663,0.69755,1.20715,0.001307,0.001307,0.001307
37,299.344,0.89538,0.77667,1.15153,0.90839,0.86096,0.93534,0.70684,0.89958,0.69712,1.17641,0.0012872,0.0012872,0.0012872
38,306.704,0.91066,0.77307,1.16817,0.89688,0.83722,0.92284,0.70058,0.90614,0.79087,1.16254,0.0012674,0.0012674,0.0012674
39,313.98,0.90146,0.71101,1.13259,0.95136,0.91444,0.96503,0.73591,0.89642,0.61624,1.16357,0.0012476,0.0012476,0.0012476
40,321.259,0.88565,0.72716,1.13519,0.9544,0.89533,0.96137,0.73116,0.91138,0.61903,1.16769,0.0012278,0.0012278,0.0012278
41,331.425,0.87701,0.74592,1.14359,0.97184,0.92275,0.97869,0.75702,0.87381,0.5915,1.14846,0.001208,0.001208,0.001208
42,338.932,0.85427,0.69829,1.12245,0.96086,0.91886,0.97192,0.74718,0.89969,0.60627,1.14856,0.0011882,0.0011882,0.0011882
43,346.456,0.85046,0.70415,1.10709,0.93272,0.88961,0.9574,0.72892,0.91742,0.64059,1.194,0.0011684,0.0011684,0.0011684
44,353.846,0.86417,0.71457,1.1087,0.95382,0.88354,0.95406,0.74757,0.8875,0.65183,1.14069,0.0011486,0.0011486,0.0011486
45,364.105,0.86235,0.66794,1.12153,0.95851,0.91979,0.95834,0.73478,0.86593,0.60821,1.12854,0.0011288,0.0011288,0.0011288
46,371.556,0.84051,0.68105,1.10311,0.98041,0.91979,0.9679,0.75596,0.83715,0.59098,1.12201,0.001109,0.001109,0.001109
47,379.027,0.82327,0.66964,1.10139,0.95252,0.93583,0.9709,0.76226,0.81467,0.58858,1.1067,0.0010892,0.0010892,0.0010892
48,386.336,0.82755,0.66547,1.09941,0.94833,0.8833,0.96201,0.74595,0.82496,0.60521,1.12491,0.0010694,0.0010694,0.0010694
49,396.88,0.84564,0.67252,1.1094,0.94768,0.93048,0.96828,0.74113,0.87342,0.54969,1.12474,0.0010496,0.0010496,0.0010496
50,404.467,0.82801,0.6337,1.10258,0.93138,0.94362,0.97081,0.75186,0.84036,0.5934,1.09621,0.0010298,0.0010298,0.0010298
51,411.819,0.79584,0.64474,1.08836,0.94739,0.91444,0.97192,0.76277,0.84948,0.55877,1.09793,0.00101,0.00101,0.00101
52,419.106,0.78767,0.61984,1.07757,0.96136,0.95187,0.98357,0.77866,0.80316,0.53656,1.08647,0.0009902,0.0009902,0.0009902
53,426.47,0.78278,0.63364,1.08347,0.9655,0.898,0.96457,0.76065,0.82144,0.57265,1.10595,0.0009704,0.0009704,0.0009704
54,436.671,0.80847,0.61495,1.09832,0.94596,0.94652,0.97797,0.77774,0.82851,0.53032,1.1029,0.0009506,0.0009506,0.0009506
55,444.214,0.81865,0.60865,1.08872,0.97891,0.92513,0.97847,0.79302,0.76645,0.51254,1.0747,0.0009308,0.0009308,0.0009308
56,451.534,0.80398,0.61899,1.08286,0.9564,0.93048,0.97584,0.78741,0.76613,0.51779,1.08392,0.000911,0.000911,0.000911
57,458.818,0.79085,0.62036,1.07763,0.98132,0.90909,0.97007,0.77595,0.80493,0.53035,1.1096,0.0008912,0.0008912,0.0008912
58,468.999,0.79658,0.58944,1.07965,0.92744,0.93583,0.97209,0.78676,0.77159,0.52528,1.07657,0.0008714,0.0008714,0.0008714
59,476.48,0.77238,0.59023,1.05625,0.96371,0.94118,0.97644,0.77417,0.80689,0.51499,1.09014,0.0008516,0.0008516,0.0008516
60,483.909,0.78106,0.61632,1.0754,0.95972,0.94118,0.97035,0.77651,0.83176,0.53312,1.11653,0.0008318,0.0008318,0.0008318
61,491.365,0.78825,0.59485,1.07638,0.96716,0.94495,0.97318,0.7903,0.79827,0.50301,1.0762,0.000812,0.000812,0.000812
62,498.813,0.78211,0.60367,1.07423,0.96469,0.92513,0.96317,0.7626,0.832,0.53974,1.09614,0.0007922,0.0007922,0.0007922
63,509.078,0.75514,0.57528,1.0634,0.97198,0.92743,0.97413,0.78068,0.8078,0.51212,1.08865,0.0007724,0.0007724,0.0007724
64,516.663,0.76169,0.58427,1.04583,0.95158,0.94581,0.97358,0.78505,0.76917,0.50154,1.0728,0.0007526,0.0007526,0.0007526
65,524.1,0.75253,0.58022,1.069,0.97677,0.8984,0.96955,0.76334,0.78519,0.5441,1.07428,0.0007328,0.0007328,0.0007328
66,531.458,0.76166,0.58329,1.06572,0.95155,0.93583,0.97366,0.78161,0.78073,0.50669,1.06224,0.000713,0.000713,0.000713
67,541.603,0.71384,0.5381,1.0375,0.96209,0.95007,0.97827,0.78629,0.79236,0.50266,1.06828,0.0006932,0.0006932,0.0006932
68,549.146,0.75159,0.56696,1.0648,0.93622,0.94652,0.9776,0.80997,0.74122,0.48473,1.05185,0.0006734,0.0006734,0.0006734
69,556.456,0.71779,0.53632,1.03934,0.96121,0.92753,0.98441,0.80109,0.78348,0.47823,1.06356,0.0006536,0.0006536,0.0006536
70,563.745,0.72667,0.54723,1.05422,0.96267,0.94652,0.98353,0.80317,0.78926,0.49257,1.08331,0.0006338,0.0006338,0.0006338
71,573.985,0.71632,0.54721,1.04596,0.96232,0.95614,0.98688,0.80254,0.73925,0.4708,1.05888,0.000614,0.000614,0.000614
72,581.498,0.72841,0.54798,1.04369,0.97777,0.94098,0.98171,0.78739,0.7953,0.49083,1.12455,0.0005942,0.0005942,0.0005942
73,589.023,0.70921,0.52114,1.03187,0.98613,0.94118,0.98002,0.77322,0.78856,0.49812,1.10461,0.0005744,0.0005744,0.0005744
74,596.422,0.71576,0.51388,1.04593,0.98885,0.9486,0.98403,0.80918,0.77507,0.45482,1.08098,0.0005546,0.0005546,0.0005546
75,603.931,0.69907,0.53066,1.04227,0.96173,0.94082,0.98392,0.80985,0.77021,0.47263,1.06679,0.0005348,0.0005348,0.0005348
76,614.341,0.67871,0.50218,1.01133,0.96214,0.95133,0.98439,0.80039,0.75787,0.45962,1.06294,0.000515,0.000515,0.000515
77,621.687,0.69785,0.5044,1.02387,0.97772,0.93848,0.98225,0.79626,0.78791,0.48683,1.06788,0.0004952,0.0004952,0.0004952
78,629.351,0.67407,0.49848,1.01812,0.95548,0.95187,0.98126,0.79053,0.76236,0.4829,1.07863,0.0004754,0.0004754,0.0004754
79,636.843,0.70349,0.5131,1.02833,0.96118,0.92696,0.97923,0.78958,0.79735,0.5074,1.08746,0.0004556,0.0004556,0.0004556
80,647.137,0.66857,0.48092,1.01053,0.96728,0.94856,0.97924,0.79976,0.78842,0.48893,1.08493,0.0004358,0.0004358,0.0004358
81,654.444,0.67122,0.48965,1.0153,0.96554,0.96257,0.98192,0.80169,0.78024,0.45622,1.08235,0.000416,0.000416,0.000416
82,661.749,0.68045,0.47844,1.01328,0.9898,0.92513,0.97649,0.79655,0.76143,0.46876,1.06866,0.0003962,0.0003962,0.0003962
83,669.426,0.68131,0.47823,1.01301,0.98203,0.92513,0.97565,0.7995,0.7477,0.46872,1.05664,0.0003764,0.0003764,0.0003764
84,679.97,0.67239,0.49124,1.02098,0.98862,0.92935,0.97825,0.79852,0.76796,0.45779,1.05848,0.0003566,0.0003566,0.0003566
85,687.739,0.6735,0.4735,1.00844,0.97985,0.95187,0.97931,0.80543,0.75465,0.44875,1.05026,0.0003368,0.0003368,0.0003368
86,695.423,0.65622,0.47055,1.00691,0.96614,0.95722,0.98004,0.81818,0.7251,0.43797,1.04389,0.000317,0.000317,0.000317
87,703.001,0.65726,0.47976,1.01157,0.96737,0.95116,0.98212,0.81094,0.74506,0.46145,1.05146,0.0002972,0.0002972,0.0002972
88,713.356,0.64309,0.45576,1.00606,0.97545,0.95722,0.98482,0.81756,0.74065,0.43384,1.05408,0.0002774,0.0002774,0.0002774
89,720.792,0.63996,0.46449,1.00019,0.96256,0.96241,0.98349,0.81668,0.73158,0.43881,1.04838,0.0002576,0.0002576,0.0002576
90,728.159,0.60585,0.44753,0.98822,0.99435,0.94041,0.98273,0.81385,0.73728,0.43597,1.05885,0.0002378,0.0002378,0.0002378
91,738.083,0.58114,0.36357,0.95724,0.97167,0.95722,0.98154,0.79749,0.76539,0.43779,1.07955,0.000218,0.000218,0.000218
92,748.71,0.56507,0.34123,0.93728,0.97757,0.95722,0.98323,0.80683,0.72533,0.4309,1.04775,0.0001982,0.0001982,0.0001982
93,757.053,0.56013,0.33451,0.93677,0.97845,0.97107,0.98501,0.82052,0.74403,0.43694,1.05844,0.0001784,0.0001784,0.0001784
94,766.28,0.53466,0.32012,0.92957,0.98357,0.96019,0.98437,0.8212,0.74308,0.4407,1.06234,0.0001586,0.0001586,0.0001586
95,774.164,0.53471,0.32106,0.92303,0.97307,0.96605,0.98424,0.81652,0.74332,0.43525,1.05576,0.0001388,0.0001388,0.0001388
96,785.55,0.53535,0.32432,0.9167,0.96627,0.95722,0.98497,0.81847,0.73962,0.42532,1.04998,0.000119,0.000119,0.000119
97,792.99,0.54207,0.32688,0.92446,0.97812,0.95614,0.98444,0.81699,0.73387,0.42467,1.05346,9.92e-05,9.92e-05,9.92e-05
98,800.993,0.52623,0.31199,0.92447,0.98363,0.96398,0.98562,0.8216,0.73629,0.42253,1.05497,7.94e-05,7.94e-05,7.94e-05
99,808.969,0.52914,0.3155,0.91447,0.98368,0.96725,0.98575,0.82092,0.72797,0.42182,1.04894,5.96e-05,5.96e-05,5.96e-05
100,820.03,0.53166,0.31151,0.91166,0.98369,0.96779,0.985,0.81773,0.73224,0.42548,1.04985,3.98e-05,3.98e-05,3.98e-05
