epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
49,438.613,0.81752,0.66243,1.09938,0.90148,0.8254,0.91333,0.69817,0.92593,0.72215,1.15447,0.0010496,0.0010496,0.0010496
50,446.917,0.82118,0.67727,1.09045,0.90155,0.87218,0.92125,0.70005,0.9275,0.67052,1.11851,0.0010298,0.0010298,0.0010298
51,458.126,0.81155,0.63575,1.07763,0.93224,0.84127,0.93408,0.71558,0.89878,0.67262,1.11805,0.00101,0.00101,0.00101
52,466.533,0.80991,0.6224,1.09098,0.8933,0.86377,0.94409,0.70273,0.9389,0.6597,1.11856,0.0009902,0.0009902,0.0009902
53,474.81,0.80435,0.61729,1.08415,0.95049,0.83333,0.93874,0.71301,0.96966,0.69529,1.1588,0.0009704,0.0009704,0.0009704
54,486.042,0.79338,0.61928,1.07159,0.96425,0.85629,0.95603,0.73841,0.9205,0.63182,1.13324,0.0009506,0.0009506,0.0009506
55,494.422,0.8003,0.59962,1.07909,0.9588,0.85714,0.94059,0.7219,0.93251,0.62058,1.1403,0.0009308,0.0009308,0.0009308
56,502.692,0.8205,0.62043,1.08436,0.92092,0.83179,0.92605,0.71096,0.91055,0.63892,1.11442,0.000911,0.000911,0.000911
57,511.022,0.79402,0.60808,1.06822,0.91489,0.85321,0.92992,0.73233,0.8863,0.62009,1.09639,0.0008912,0.0008912,0.0008912
58,522.19,0.7839,0.6062,1.05634,0.93062,0.8254,0.93675,0.70811,0.97072,0.6491,1.13904,0.0008714,0.0008714,0.0008714
59,530.503,0.76857,0.59827,1.05384,0.89972,0.9127,0.9476,0.736,0.9004,0.59284,1.10658,0.0008516,0.0008516,0.0008516
60,538.812,0.77113,0.58876,1.06663,0.96389,0.88889,0.94767,0.74747,0.90484,0.60426,1.12682,0.0008318,0.0008318,0.0008318
61,547.086,0.78307,0.58638,1.07997,0.96598,0.90135,0.95181,0.7521,0.88703,0.56979,1.10682,0.000812,0.000812,0.000812
62,558.292,0.78595,0.57932,1.06601,0.96231,0.87302,0.94607,0.72447,0.8954,0.60666,1.09976,0.0007922,0.0007922,0.0007922
63,566.538,0.75716,0.56531,1.04942,0.8866,0.93081,0.95161,0.74363,0.86986,0.55611,1.11707,0.0007724,0.0007724,0.0007724
64,574.876,0.72217,0.5324,1.04237,0.92281,0.89683,0.94328,0.73668,0.87646,0.59463,1.07948,0.0007526,0.0007526,0.0007526
65,583.264,0.77141,0.57315,1.06296,0.92565,0.88929,0.95661,0.74761,0.89066,0.54277,1.09279,0.0007328,0.0007328,0.0007328
66,594.515,0.73909,0.54118,1.04113,0.9425,0.91057,0.95292,0.75248,0.91238,0.565,1.13485,0.000713,0.000713,0.000713
67,602.729,0.7387,0.55282,1.04145,0.93377,0.88095,0.9406,0.75276,0.87825,0.60781,1.11046,0.0006932,0.0006932,0.0006932
68,611.077,0.74418,0.52726,1.04862,0.92275,0.86508,0.94047,0.74305,0.89931,0.62426,1.12321,0.0006734,0.0006734,0.0006734
69,619.297,0.74241,0.53432,1.04557,0.94898,0.88579,0.94288,0.74121,0.92099,0.61212,1.1295,0.0006536,0.0006536,0.0006536
70,630.699,0.74207,0.54833,1.05403,0.92231,0.88889,0.9457,0.75314,0.85663,0.55445,1.07471,0.0006338,0.0006338,0.0006338
71,638.916,0.72354,0.52354,1.03654,0.94492,0.9127,0.95766,0.76903,0.84601,0.52013,1.07815,0.000614,0.000614,0.000614
72,647.187,0.72258,0.51838,1.03597,0.8979,0.90741,0.9441,0.76653,0.87171,0.60742,1.09474,0.0005942,0.0005942,0.0005942
73,655.572,0.7216,0.53042,1.04496,0.91305,0.83337,0.91605,0.73311,0.8506,0.65966,1.08576,0.0005744,0.0005744,0.0005744
74,666.824,0.71975,0.50997,1.04381,0.9295,0.80952,0.92583,0.76189,0.83832,0.6275,1.06837,0.0005546,0.0005546,0.0005546
75,675.13,0.71412,0.50306,1.02664,0.91275,0.91329,0.9474,0.76021,0.85501,0.55064,1.08683,0.0005348,0.0005348,0.0005348
76,683.679,0.71526,0.4988,1.02889,0.86457,0.91197,0.93801,0.74695,0.86364,0.55511,1.08669,0.000515,0.000515,0.000515
77,692.13,0.68997,0.49104,1.01633,0.93165,0.88095,0.93688,0.75834,0.84051,0.55839,1.07335,0.0004952,0.0004952,0.0004952
78,703.512,0.67803,0.49255,1.01287,0.87532,0.90476,0.93835,0.74754,0.8681,0.61409,1.12205,0.0004754,0.0004754,0.0004754
79,711.69,0.71473,0.50682,1.03236,0.91177,0.88095,0.94306,0.75989,0.81909,0.56022,1.06301,0.0004556,0.0004556,0.0004556
80,719.968,0.69927,0.49775,1.0256,0.89286,0.92601,0.9465,0.77915,0.81063,0.51612,1.05835,0.0004358,0.0004358,0.0004358
81,728.4,0.70337,0.49418,1.03298,0.91495,0.88095,0.9454,0.77113,0.86718,0.59813,1.09632,0.000416,0.000416,0.000416
82,739.603,0.68007,0.4839,1.00404,0.9117,0.90137,0.94411,0.77426,0.8085,0.52972,1.05408,0.0003962,0.0003962,0.0003962
83,747.968,0.65147,0.48495,1.00483,0.97076,0.89683,0.96888,0.78683,0.83613,0.54472,1.07576,0.0003764,0.0003764,0.0003764
84,756.274,0.66046,0.46056,1.00238,0.93074,0.85328,0.94966,0.76709,0.83115,0.5224,1.0845,0.0003566,0.0003566,0.0003566
85,767.617,0.67427,0.45523,1.01179,0.96444,0.86508,0.94879,0.77044,0.85278,0.51557,1.09757,0.0003368,0.0003368,0.0003368
86,775.869,0.64817,0.4568,0.99765,0.90468,0.90395,0.94081,0.77363,0.82359,0.54369,1.06549,0.000317,0.000317,0.000317
87,784.135,0.65919,0.45866,1.00115,0.96354,0.8389,0.94104,0.77249,0.82957,0.56561,1.06642,0.0002972,0.0002972,0.0002972
88,792.414,0.66591,0.44734,1.00477,0.95727,0.88891,0.9612,0.78415,0.83263,0.56683,1.08189,0.0002774,0.0002774,0.0002774
89,803.641,0.63748,0.44115,0.99715,0.94242,0.90933,0.95211,0.79023,0.79378,0.54456,1.04738,0.0002576,0.0002576,0.0002576
90,812.007,0.63325,0.4379,0.98652,0.91989,0.92063,0.95875,0.77803,0.84136,0.52499,1.08246,0.0002378,0.0002378,0.0002378
91,824.727,0.58007,0.35719,0.9409,0.94208,0.88095,0.94962,0.78007,0.79936,0.53718,1.05596,0.000218,0.000218,0.000218
92,833.315,0.55212,0.33681,0.92546,0.92091,0.9241,0.95429,0.7879,0.78503,0.49684,1.05703,0.0001982,0.0001982,0.0001982
93,844.838,0.55519,0.32062,0.91848,0.93245,0.9127,0.95479,0.78613,0.79924,0.51029,1.05918,0.0001784,0.0001784,0.0001784
94,853.033,0.54588,0.32425,0.92663,0.92247,0.88095,0.94093,0.77522,0.81496,0.51771,1.05385,0.0001586,0.0001586,0.0001586
95,861.314,0.54953,0.32231,0.92433,0.91323,0.91881,0.95048,0.77882,0.83172,0.5052,1.073,0.0001388,0.0001388,0.0001388
96,869.812,0.53912,0.31645,0.91839,0.91985,0.91081,0.93843,0.77036,0.83241,0.57664,1.07316,0.000119,0.000119,0.000119
97,881.109,0.5353,0.29875,0.91045,0.9126,0.91159,0.9438,0.79094,0.81039,0.54508,1.05698,9.92e-05,9.92e-05,9.92e-05
98,889.327,0.51899,0.30391,0.89793,0.94416,0.88095,0.94567,0.78764,0.81212,0.54414,1.06838,7.94e-05,7.94e-05,7.94e-05
99,897.763,0.52856,0.30346,0.90918,0.93958,0.87302,0.94486,0.78963,0.82055,0.56696,1.07591,5.96e-05,5.96e-05,5.96e-05
100,909.022,0.51537,0.29815,0.90318,0.94767,0.86243,0.93941,0.78355,0.82492,0.57817,1.07999,3.98e-05,3.98e-05,3.98e-05
