epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,233.538,0.97555,0.94233,1.18797,0.93507,0.84711,0.9488,0.70977,0.9452,0.7078,1.19837,0.0015842,0.0015842,0.0015842
23,244.509,0.97561,0.87796,1.17325,0.90564,0.87256,0.94328,0.69393,0.97984,0.75971,1.21851,0.0015644,0.0015644,0.0015644
24,255.276,0.99349,0.91692,1.21021,0.92323,0.83603,0.93216,0.65778,1.06919,0.81006,1.22631,0.0015446,0.0015446,0.0015446
25,267.065,1.00157,0.93419,1.20998,0.91027,0.88235,0.94805,0.665,1.04688,0.75009,1.27302,0.0015248,0.0015248,0.0015248
26,278.006,0.98924,0.89551,1.19908,0.93737,0.86096,0.93411,0.70857,0.9239,0.74611,1.17603,0.001505,0.001505,0.001505
27,288.782,0.96548,0.87368,1.19112,0.88869,0.8984,0.95839,0.7076,0.96124,0.71893,1.19921,0.0014852,0.0014852,0.0014852
28,299.668,0.95171,0.83581,1.18219,0.8999,0.86534,0.94392,0.69456,0.99262,0.7496,1.23066,0.0014654,0.0014654,0.0014654
29,310.478,0.94006,0.79253,1.16588,0.93281,0.85561,0.93709,0.69904,0.95541,0.72561,1.19924,0.0014456,0.0014456,0.0014456
30,322.866,0.94967,0.80741,1.17632,0.95881,0.87137,0.94616,0.7081,0.94798,0.69841,1.16589,0.0014258,0.0014258,0.0014258
31,334.648,0.93758,0.78861,1.15067,0.97057,0.88188,0.96679,0.73658,0.91366,0.62558,1.1747,0.001406,0.001406,0.001406
32,345.658,0.93657,0.79896,1.16945,0.92922,0.90909,0.96177,0.71111,0.91786,0.64151,1.16663,0.0013862,0.0013862,0.0013862
33,356.933,0.91612,0.78191,1.15956,0.92959,0.91783,0.96124,0.72458,0.93595,0.64215,1.19995,0.0013664,0.0013664,0.0013664
34,367.734,0.94622,0.8134,1.16264,0.92987,0.88235,0.95386,0.74584,0.8345,0.63739,1.12392,0.0013466,0.0013466,0.0013466
35,378.705,0.91175,0.79386,1.15123,0.92469,0.90909,0.96101,0.7256,0.88984,0.64435,1.14581,0.0013268,0.0013268,0.0013268
36,432.044,0.88337,0.77293,1.1358,0.87053,0.91444,0.94258,0.71936,0.94663,0.69755,1.20715,0.001307,0.001307,0.001307
37,442.376,0.89538,0.77667,1.15153,0.90839,0.86096,0.93534,0.70684,0.89958,0.69712,1.17641,0.0012872,0.0012872,0.0012872
38,452.648,0.91066,0.77307,1.16817,0.89688,0.83722,0.92284,0.70058,0.90614,0.79087,1.16254,0.0012674,0.0012674,0.0012674
39,463.604,0.90146,0.71101,1.13259,0.95136,0.91444,0.96503,0.73591,0.89642,0.61624,1.16357,0.0012476,0.0012476,0.0012476
40,474.261,0.88565,0.72716,1.13519,0.9544,0.89533,0.96137,0.73116,0.91138,0.61903,1.16769,0.0012278,0.0012278,0.0012278
41,485.129,0.87701,0.74592,1.14359,0.97184,0.92275,0.97869,0.75702,0.87381,0.5915,1.14846,0.001208,0.001208,0.001208
42,496.636,0.85427,0.69829,1.12245,0.96086,0.91886,0.97192,0.74718,0.89969,0.60627,1.14856,0.0011882,0.0011882,0.0011882
43,598.966,0.85046,0.70415,1.10709,0.93272,0.88961,0.9574,0.72892,0.91742,0.64059,1.194,0.0011684,0.0011684,0.0011684
44,609.231,0.86417,0.71457,1.1087,0.95382,0.88354,0.95406,0.74757,0.8875,0.65183,1.14069,0.0011486,0.0011486,0.0011486
45,619.788,0.86235,0.66794,1.12153,0.95851,0.91979,0.95834,0.73478,0.86593,0.60821,1.12854,0.0011288,0.0011288,0.0011288
46,630.871,0.84051,0.68105,1.10311,0.98041,0.91979,0.9679,0.75596,0.83715,0.59098,1.12201,0.001109,0.001109,0.001109
47,646.98,0.82327,0.66964,1.10139,0.95252,0.93583,0.9709,0.76226,0.81467,0.58858,1.1067,0.0010892,0.0010892,0.0010892
48,657.705,0.82755,0.66547,1.09941,0.94833,0.8833,0.96201,0.74595,0.82496,0.60521,1.12491,0.0010694,0.0010694,0.0010694
49,668.597,0.84564,0.67252,1.1094,0.94768,0.93048,0.96828,0.74113,0.87342,0.54969,1.12474,0.0010496,0.0010496,0.0010496
50,679.229,0.82801,0.6337,1.10258,0.93138,0.94362,0.97081,0.75186,0.84036,0.5934,1.09621,0.0010298,0.0010298,0.0010298
51,690.013,0.79584,0.64474,1.08836,0.94739,0.91444,0.97192,0.76277,0.84948,0.55877,1.09793,0.00101,0.00101,0.00101
52,703.441,0.78767,0.61984,1.07757,0.96136,0.95187,0.98357,0.77866,0.80316,0.53656,1.08647,0.0009902,0.0009902,0.0009902
